[["1:1","Ἀποκάλυψις","N- ----NSF-","ἀποκάλυψις"],
["18:23","φαρμακείᾳ","N- ----DSF-","φαρμακεία"],
["18:23","σου","RP ----GS--","σύ"],
["18:23","ἐπλανήθησαν","V- 3API-P--","πλανάω"],
["18:23","πάντα","A- ----NPN-","πᾶς"],
["18:23","τὰ","RA ----NPN-","ὁ"],
["18:23","ἔθνη,","N- ----NPN-","ἔθνος"],
["18:24","καὶ","C- --------","καί"],
["18:24","ἐν","P- --------","ἐν"],
["18:24","αὐτῇ","RP ----DSF-","αὐτός"],
["18:24","⸀αἷμα","N- ----NSN-","αἷμα"],
["18:24","προφητῶν","N- ----GPM-","προφήτης"],
["18:24","καὶ","C- --------","καί"],
["18:24","ἁγίων","A- ----GPM-","ἅγιος"],
["18:24","εὑρέθη","V- 3API-S--","εὑρίσκω"],
["18:24","καὶ","C- --------","καί"],
["18:24","πάντων","A- ----GPM-","πᾶς"],
["18:24","τῶν","RA ----GPM-","ὁ"],
["18:24","ἐσφαγμένων","V- -XPPGPM-","σφάζω"],
["18:24","ἐπὶ","P- --------","ἐπί"],
["18:24","τῆς","RA ----GSF-","ὁ"],
["18:24","γῆς.","N- ----GSF-","γῆ"],
["19:1","Μετὰ","P- --------","μετά"],
["19:1","ταῦτα","RD ----APN-","οὗτος"],
["19:1","ἤκουσα","V- 1AAI-S--","ἀκούω"],
["19:1","ὡς","C- --------","ὡς"],
["19:1","φωνὴν","N- ----ASF-","φωνή"],
["19:1","μεγάλην","A- ----ASF-","μέγας"],
["19:1","ὄχλου","N- ----GSM-","ὄχλος"],
["19:1","πολλοῦ","A- ----GSM-","πολύς"],
["19:1","ἐν","P- --------","ἐν"],
["19:1","τῷ","RA ----DSM-","ὁ"],
["19:1","οὐρανῷ","N- ----DSM-","οὐρανός"],
["19:1","λεγόντων·","V- -PAPGPM-","λέγω"],
["19:1","Ἁλληλουϊά·","X- --------","ἁλληλουϊά"],
["19:1","ἡ","RA ----NSF-","ὁ"],
["19:1","σωτηρία","N- ----NSF-","σωτηρία"],
["19:1","καὶ","C- --------","καί"],
["19:1","ἡ","RA ----NSF-","ὁ"],
["19:1","⸂δόξα","N- ----NSF-","δόξα"],
["19:1","καὶ","C- --------","καί"],
["19:1","ἡ","RA ----NSF-","ὁ"],
["19:1","δύναμις⸃","N- ----NSF-","δύναμις"],
["19:1","τοῦ","RA ----GSM-","ὁ"],
["19:1","θεοῦ","N- ----GSM-","θεός"],
["19:1","ἡμῶν,","RP ----GP--","ἐγώ"],
["19:2","ὅτι","C- --------","ὅτι"],
["19:2","ἀληθιναὶ","A- ----NPF-","ἀληθινός"],
["19:2","καὶ","C- --------","καί"],
["19:2","δίκαιαι","A- ----NPF-","δίκαιος"],
["19:2","αἱ","RA ----NPF-","ὁ"],
["19:2","κρίσεις","N- ----NPF-","κρίσις"],
["19:2","αὐτοῦ·","RP ----GSM-","αὐτός"],
["19:2","ὅτι","C- --------","ὅτι"],
["19:2","ἔκρινεν","V- 3AAI-S--","κρίνω"],
["19:2","τὴν","RA ----ASF-","ὁ"],
["19:2","πόρνην","N- ----ASF-","πόρνη"],
["19:2","τὴν","RA ----ASF-","ὁ"],
["19:2","μεγάλην","A- ----ASF-","μέγας"],
["19:2","ἥτις","RR ----NSF-","ὅστις"],
["19:2","⸀ἔφθειρεν","V- 3IAI-S--","φθείρω"],
["19:2","τὴν","RA ----ASF-","ὁ"],
["19:2","γῆν","N- ----ASF-","γῆ"],
["19:2","ἐν","P- --------","ἐν"],
["19:2","τῇ","RA ----DSF-","ὁ"],
["19:2","πορνείᾳ","N- ----DSF-","πορνεία"],
["19:2","αὐτῆς,","RP ----GSF-","αὐτός"],
["19:2","καὶ","C- --------","καί"],
["19:2","ἐξεδίκησεν","V- 3AAI-S--","ἐκδικέω"],
["19:2","τὸ","RA ----ASN-","ὁ"],
["19:2","αἷμα","N- ----ASN-","αἷμα"],
["19:2","τῶν","RA ----GPM-","ὁ"],
["19:2","δούλων","N- ----GPM-","δοῦλος"],
["19:2","αὐτοῦ","RP ----GSM-","αὐτός"],
["19:2","ἐκ","P- --------","ἐκ"],
["19:2","χειρὸς","N- ----GSF-","χείρ"],
["19:2","αὐτῆς.","RP ----GSF-","αὐτός"],
["19:3","καὶ","C- --------","καί"],
["19:3","δεύτερον","A- ----ASN-","δεύτερος"],
["19:3","⸀εἴρηκαν·","V- 3XAI-P--","λέγω"],
["19:3","Ἁλληλουϊά·","X- --------","ἁλληλουϊά"],
["19:3","καὶ","C- --------","καί"],
["19:3","ὁ","RA ----NSM-","ὁ"],
["19:3","καπνὸς","N- ----NSM-","καπνός"],
["19:3","αὐτῆς","RP ----GSF-","αὐτός"],
["19:3","ἀναβαίνει","V- 3PAI-S--","ἀναβαίνω"],
["19:3","εἰς","P- --------","εἰς"],
["19:3","τοὺς","RA ----APM-","ὁ"],
["19:3","αἰῶνας","N- ----APM-","αἰών"],
["19:3","τῶν","RA ----GPM-","ὁ"],
["19:3","αἰώνων.","N- ----GPM-","αἰών"],
["19:4","καὶ","C- --------","καί"],
["19:4","ἔπεσαν","V- 3AAI-P--","πίπτω"],
["19:4","οἱ","RA ----NPM-","ὁ"],
["19:4","πρεσβύτεροι","A- ----NPM-","πρεσβύτερος"],
["19:4","οἱ","RA ----NPM-","ὁ"],
["19:4","εἴκοσι","A- ----NPM-","εἴκοσι(ν)"],
["19:4","τέσσαρες","A- ----NPM-","τέσσαρες"],
["19:4","καὶ","C- --------","καί"],
["19:4","τὰ","RA ----NPN-","ὁ"],
["19:4","τέσσαρα","A- ----NPN-","τέσσαρες"],
["19:4","ζῷα,","N- ----NPN-","ζῷον"],
["19:4","καὶ","C- --------","καί"],
["19:4","προσεκύνησαν","V- 3AAI-P--","προσκυνέω"],
["19:4","τῷ","RA ----DSM-","ὁ"],
["19:4","θεῷ","N- ----DSM-","θεός"],
["19:4","τῷ","RA ----DSM-","ὁ"],
["19:4","καθημένῳ","V- -PMPDSM-","κάθημαι"],
["19:4","ἐπὶ","P- --------","ἐπί"],
["19:4","⸂τῷ","RA ----DSM-","ὁ"],
["19:4","θρόνῳ⸃","N- ----DSM-","θρόνος"],
["19:4","λέγοντες·","V- -PAPNPM-","λέγω"],
["19:4","Ἀμήν,","X- --------","ἀμήν"],
["19:4","Ἁλληλουϊά.","X- --------","ἁλληλουϊά"],
["19:5","Καὶ","C- --------","καί"],
["19:5","φωνὴ","N- ----NSF-","φωνή"],
["19:5","ἀπὸ","P- --------","ἀπό"],
["19:5","τοῦ","RA ----GSM-","ὁ"],
["19:5","θρόνου","N- ----GSM-","θρόνος"],
["19:5","ἐξῆλθεν","V- 3AAI-S--","ἐξέρχομαι"],
["19:5","λέγουσα·","V- -PAPNSF-","λέγω"],
["19:5","Αἰνεῖτε","V- 2PAD-P--","αἰνέω"],
["19:5","⸂τῷ","RA ----DSM-","ὁ"],
["19:5","θεῷ⸃","N- ----DSM-","θεός"],
["19:5","ἡμῶν,","RP ----GP--","ἐγώ"],
["19:5","πάντες","A- ----VPM-","πᾶς"],
["19:5","οἱ","RA ----VPM-","ὁ"],
["19:5","δοῦλοι","N- ----VPM-","δοῦλος"],
["19:5","αὐτοῦ,","RP ----GSM-","αὐτός"],
["19:5","⸀καὶ","C- --------","καί"],
["19:5","οἱ","RA ----VPM-","ὁ"],
["19:5","φοβούμενοι","V- -PMPVPM-","φοβέομαι"],
["19:5","αὐτόν,","RP ----ASM-","αὐτός"],
["19:5","οἱ","RA ----VPM-","ὁ"],
["19:5","μικροὶ","A- ----VPM-","μικρός"],
["19:5","καὶ","C- --------","καί"],
["19:5","οἱ","RA ----VPM-","ὁ"],
["19:5","μεγάλοι.","A- ----VPM-","μέγας"],
["19:6","καὶ","C- --------","καί"],
["19:6","ἤκουσα","V- 1AAI-S--","ἀκούω"],
["19:6","ὡς","C- --------","ὡς"],
["19:6","φωνὴν","N- ----ASF-","φωνή"],
["19:6","ὄχλου","N- ----GSM-","ὄχλος"],
["19:6","πολλοῦ","A- ----GSM-","πολύς"],
["19:6","καὶ","C- --------","καί"],
["19:6","ὡς","C- --------","ὡς"],
["19:6","φωνὴν","N- ----ASF-","φωνή"],
["19:6","ὑδάτων","N- ----GPN-","ὕδωρ"],
["19:6","πολλῶν","A- ----GPN-","πολύς"],
["19:6","καὶ","C- --------","καί"],
["19:6","ὡς","C- --------","ὡς"],
["19:6","φωνὴν","N- ----ASF-","φωνή"],
["19:6","βροντῶν","N- ----GPF-","βροντή"],
["19:6","ἰσχυρῶν,","A- ----GPF-","ἰσχυρός"],
["19:6","⸀λεγόντων·","V- -PAPGPM-","λέγω"],
["19:6","Ἁλληλουϊά,","X- --------","ἁλληλουϊά"],
["19:6","ὅτι","C- --------","ὅτι"],
["19:6","ἐβασίλευσεν","V- 3AAI-S--","βασιλεύω"],
["19:6","κύριος,","N- ----NSM-","κύριος"],
["19:6","ὁ","RA ----NSM-","ὁ"],
["19:6","⸀θεός,","N- ----NSM-","θεός"],
["19:6","ὁ","RA ----NSM-","ὁ"],
["19:6","παντοκράτωρ.","N- ----NSM-","παντοκράτωρ"],
["19:7","χαίρωμεν","V- 1PAS-P--","χαίρω"],
["19:7","καὶ","C- --------","καί"],
["19:7","⸀ἀγαλλιῶμεν,","V- 1PAS-P--","ἀγαλλιάω"],
["19:7","καὶ","C- --------","καί"],
["19:7","⸀δώσομεν","V- 1FAI-P--","δίδωμι"],
["19:7","τὴν","RA ----ASF-","ὁ"],
["19:7","δόξαν","N- ----ASF-","δόξα"],
["19:7","αὐτῷ,","RP ----DSM-","αὐτός"],
["19:7","ὅτι","C- --------","ὅτι"],
["19:7","ἦλθεν","V- 3AAI-S--","ἔρχομαι"],
["19:7","ὁ","RA ----NSM-","ὁ"],
["19:7","γάμος","N- ----NSM-","γάμος"],
["19:7","τοῦ","RA ----GSN-","ὁ"],
["19:7","ἀρνίου,","N- ----GSN-","ἀρνίον"],
["19:7","καὶ","C- --------","καί"],
["19:7","ἡ","RA ----NSF-","ὁ"],
["19:7","γυνὴ","N- ----NSF-","γυνή"],
["19:7","αὐτοῦ","RP ----GSM-","αὐτός"],
["19:7","ἡτοίμασεν","V- 3AAI-S--","ἑτοιμάζω"],
["19:7","ἑαυτήν,","RP ----ASF-","ἑαυτοῦ"],
["19:8","καὶ","C- --------","καί"],
["19:8","ἐδόθη","V- 3API-S--","δίδωμι"],
["19:8","αὐτῇ","RP ----DSF-","αὐτός"],
["19:8","ἵνα","C- --------","ἵνα"],
["19:8","περιβάληται","V- 3AMS-S--","περιβάλλω"],
["19:8","βύσσινον","A- ----ASN-","βύσσινος"],
["19:8","⸀λαμπρὸν","A- ----ASN-","λαμπρός"],
["19:8","καθαρόν,","A- ----ASN-","καθαρός"],
["19:8","τὸ","RA ----NSN-","ὁ"],
["19:8","γὰρ","C- --------","γάρ"],
["19:8","βύσσινον","A- ----NSN-","βύσσινος"],
["19:8","τὰ","RA ----NPN-","ὁ"],
["19:8","δικαιώματα","N- ----NPN-","δικαίωμα"],
["19:8","τῶν","RA ----GPM-","ὁ"],
["19:8","ἁγίων","A- ----GPM-","ἅγιος"],
["19:8","ἐστίν.","V- 3PAI-S--","εἰμί"],
["19:9","Καὶ","C- --------","καί"],
["19:9","λέγει","V- 3PAI-S--","λέγω"],
["19:9","μοι·","RP ----DS--","ἐγώ"],
["19:9","Γράψον·","V- 2AAD-S--","γράφω"],
["19:9","Μακάριοι","A- ----NPM-","μακάριος"],
["19:9","οἱ","RA ----NPM-","ὁ"],
["19:9","εἰς","P- --------","εἰς"],
["19:9","τὸ","RA ----ASN-","ὁ"],
["19:9","δεῖπνον","N- ----ASN-","δεῖπνον"],
["19:9","τοῦ","RA ----GSM-","ὁ"],
["19:9","γάμου","N- ----GSM-","γάμος"],
["19:9","τοῦ","RA ----GSN-","ὁ"],
["19:9","ἀρνίου","N- ----GSN-","ἀρνίον"],
["19:9","κεκλημένοι.","V- -XPPNPM-","καλέω"],
["19:9","καὶ","C- --------","καί"],
["19:9","λέγει","V- 3PAI-S--","λέγω"],
["19:9","μοι·","RP ----DS--","ἐγώ"],
["19:9","Οὗτοι","RD ----NPM-","οὗτος"],
["19:9","οἱ","RA ----NPM-","ὁ"],
["19:9","λόγοι","N- ----NPM-","λόγος"],
["19:9","ἀληθινοὶ","A- ----NPM-","ἀληθινός"],
["19:9","τοῦ","RA ----GSM-","ὁ"],
["19:9","θεοῦ","N- ----GSM-","θεός"],
["19:9","εἰσιν.","V- 3PAI-P--","εἰμί"],
["19:10","καὶ","C- --------","καί"],
["19:10","ἔπεσα","V- 1AAI-S--","πίπτω"],
["19:10","ἔμπροσθεν","P- --------","ἔμπροσθεν"],
["19:10","τῶν","RA ----GPM-","ὁ"],
["19:10","ποδῶν","N- ----GPM-","πούς"],
["19:10","αὐτοῦ","RP ----GSM-","αὐτός"],
["19:10","προσκυνῆσαι","V- -AAN----","προσκυνέω"],
["19:10","αὐτῷ.","RP ----DSM-","αὐτός"],
["19:10","καὶ","C- --------","καί"],
["19:10","λέγει","V- 3PAI-S--","λέγω"],
["19:10","μοι·","RP ----DS--","ἐγώ"],
["19:10","Ὅρα","V- 2PAD-S--","ὁράω"],
["19:10","μή·","D- --------","μή"],
["19:10","σύνδουλός","N- ----NSM-","σύνδουλος"],
["19:10","σού","RP ----GS--","σύ"],
["19:10","εἰμι","V- 1PAI-S--","εἰμί"],
["19:10","καὶ","C- --------","καί"],
["19:10","τῶν","RA ----GPM-","ὁ"],
["19:10","ἀδελφῶν","N- ----GPM-","ἀδελφός"],
["19:10","σου","RP ----GS--","σύ"],
["19:10","τῶν","RA ----GPM-","ὁ"],
["19:10","ἐχόντων","V- -PAPGPM-","ἔχω"],
["19:10","τὴν","RA ----ASF-","ὁ"],
["19:10","μαρτυρίαν","N- ----ASF-","μαρτυρία"],
["19:10","Ἰησοῦ·","N- ----GSM-","Ἰησοῦς"],
["19:10","τῷ","RA ----DSM-","ὁ"],
["19:10","θεῷ","N- ----DSM-","θεός"],
["19:10","προσκύνησον·","V- 2AAD-S--","προσκυνέω"],
["19:10","ἡ","RA ----NSF-","ὁ"],
["19:10","γὰρ","C- --------","γάρ"],
["19:10","⸀μαρτυρία","N- ----NSF-","μαρτυρία"],
["19:10","Ἰησοῦ","N- ----GSM-","Ἰησοῦς"],
["19:10","ἐστιν","V- 3PAI-S--","εἰμί"],
["19:10","τὸ","RA ----NSN-","ὁ"],
["19:10","πνεῦμα","N- ----NSN-","πνεῦμα"],
["19:10","τῆς","RA ----GSF-","ὁ"],
["19:10","προφητείας.","N- ----GSF-","προφητεία"],
["19:11","Καὶ","C- --------","καί"],
["19:11","εἶδον","V- 1AAI-S--","ὁράω"],
["19:11","τὸν","RA ----ASM-","ὁ"],
["19:11","οὐρανὸν","N- ----ASM-","οὐρανός"],
["19:11","ἠνεῳγμένον,","V- -XPPASM-","ἀνοίγω"],
["19:11","καὶ","C- --------","καί"],
["19:11","ἰδοὺ","X- --------","ἰδού"],
["19:11","ἵππος","N- ----NSM-","ἵππος"],
["19:11","λευκός,","A- ----NSM-","λευκός"],
["19:11","καὶ","C- --------","καί"],
["19:11","ὁ","RA ----NSM-","ὁ"],
["19:11","καθήμενος","V- -PMPNSM-","κάθημαι"],
["19:11","ἐπ’","P- --------","ἐπί"],
["19:11","αὐτὸν","RP ----ASM-","αὐτός"],
["19:11","⸂πιστὸς","A- ----NSM-","πιστός"],
["19:11","καλούμενος⸃","V- -PPPNSM-","καλέω"],
["19:11","καὶ","C- --------","καί"],
["19:11","ἀληθινός,","A- ----NSM-","ἀληθινός"],
["19:11","καὶ","C- --------","καί"],
["19:11","ἐν","P- --------","ἐν"],
["19:11","δικαιοσύνῃ","N- ----DSF-","δικαιοσύνη"],
["19:11","κρίνει","V- 3PAI-S--","κρίνω"],
["19:11","καὶ","C- --------","καί"],
["19:11","πολεμεῖ.","V- 3PAI-S--","πολεμέω"],
["19:12","οἱ","RA ----NPM-","ὁ"],
["19:12","δὲ","C- --------","δέ"],
["19:12","ὀφθαλμοὶ","N- ----NPM-","ὀφθαλμός"],
["19:12","⸀αὐτοῦ","RP ----GSM-","αὐτός"],
["19:12","φλὸξ","N- ----NSF-","φλόξ"],
["19:12","πυρός,","N- ----GSN-","πῦρ"],
["19:12","καὶ","C- --------","καί"],
["19:12","ἐπὶ","P- --------","ἐπί"],
["19:12","τὴν","RA ----ASF-","ὁ"],
["19:12","κεφαλὴν","N- ----ASF-","κεφαλή"],
["19:12","αὐτοῦ","RP ----GSM-","αὐτός"],
["19:12","διαδήματα","N- ----NPN-","διάδημα"],
["19:12","πολλά,","A- ----NPN-","πολύς"],
["19:12","⸀ἔχων","V- -PAPNSM-","ἔχω"],
["19:12","ὄνομα","N- ----ASN-","ὄνομα"],
["19:12","γεγραμμένον","V- -XPPASN-","γράφω"],
["19:12","ὃ","RR ----ASN-","ὅς"],
["19:12","οὐδεὶς","A- ----NSM-","οὐδείς"],
["19:12","οἶδεν","V- 3XAI-S--","οἶδα"],
["19:12","εἰ","C- --------","εἰ"],
["19:12","μὴ","D- --------","μή"],
["19:12","αὐτός,","RP ----NSM-","αὐτός"],
["19:13","καὶ","C- --------","καί"],
["19:13","περιβεβλημένος","V- -XMPNSM-","περιβάλλω"],
["19:13","ἱμάτιον","N- ----ASN-","ἱμάτιον"],
["19:13","⸀βεβαμμένον","V- -XPPASN-","βάπτω"],
["19:13","αἵματι,","N- ----DSN-","αἷμα"],
["19:13","καὶ","C- --------","καί"],
["19:13","⸀κέκληται","V- 3XPI-S--","καλέω"],
["19:13","τὸ","RA ----NSN-","ὁ"],
["19:13","ὄνομα","N- ----NSN-","ὄνομα"],
["19:13","αὐτοῦ","RP ----GSM-","αὐτός"],
["19:13","ὁ","RA ----NSM-","ὁ"],
["19:13","Λόγος","N- ----NSM-","λόγος"],
["19:13","τοῦ","RA ----GSM-","ὁ"],
["19:13","Θεοῦ.","N- ----GSM-","θεός"],
["19:14","καὶ","C- --------","καί"],
["19:14","τὰ","RA ----NPN-","ὁ"],
["19:14","στρατεύματα","N- ----NPN-","στράτευμα"],
["19:14","⸀τὰ","RA ----NPN-","ὁ"],
["19:14","ἐν","P- --------","ἐν"],
["19:14","τῷ","RA ----DSM-","ὁ"],
["19:14","οὐρανῷ","N- ----DSM-","οὐρανός"],
["19:14","ἠκολούθει","V- 3IAI-S--","ἀκολουθέω"],
["19:14","αὐτῷ","RP ----DSM-","αὐτός"],
["19:14","ἐφ’","P- --------","ἐπί"],
["19:14","ἵπποις","N- ----DPM-","ἵππος"],
["19:14","λευκοῖς,","A- ----DPM-","λευκός"],
["19:14","ἐνδεδυμένοι","V- -XMPNPM-","ἐνδύω"],
["19:14","βύσσινον","A- ----ASN-","βύσσινος"],
["19:14","λευκὸν","A- ----ASN-","λευκός"],
["19:14","καθαρόν.","A- ----ASN-","καθαρός"],
["19:15","καὶ","C- --------","καί"],
["19:15","ἐκ","P- --------","ἐκ"],
["19:15","τοῦ","RA ----GSN-","ὁ"],
["19:15","στόματος","N- ----GSN-","στόμα"],
["19:15","αὐτοῦ","RP ----GSM-","αὐτός"],
["19:15","ἐκπορεύεται","V- 3PMI-S--","ἐκπορεύομαι"],
["19:15","⸀ῥομφαία","N- ----NSF-","ῥομφαία"],
["19:15","ὀξεῖα,","A- ----NSF-","ὀξύς"],
["19:15","ἵνα","C- --------","ἵνα"],
["19:15","ἐν","P- --------","ἐν"],
["19:15","αὐτῇ","RP ----DSF-","αὐτός"],
["19:15","πατάξῃ","V- 3AAS-S--","πατάσσω"],
["19:15","τὰ","RA ----APN-","ὁ"],
["19:15","ἔθνη,","N- ----APN-","ἔθνος"],
["19:15","καὶ","C- --------","καί"],
["19:15","αὐτὸς","RP ----NSM-","αὐτός"],
["19:15","ποιμανεῖ","V- 3FAI-S--","ποιμαίνω"],
["19:15","αὐτοὺς","RP ----APM-","αὐτός"],
["19:15","ἐν","P- --------","ἐν"],
["19:15","ῥάβδῳ","N- ----DSF-","ῥάβδος"],
["19:15","σιδηρᾷ·","A- ----DSF-","σιδηροῦς"],
["19:15","καὶ","C- --------","καί"],
["19:15","αὐτὸς","RP ----NSM-","αὐτός"],
["19:15","πατεῖ","V- 3PAI-S--","πατέω"],
["19:15","τὴν","RA ----ASF-","ὁ"],
["19:15","ληνὸν","N- ----ASF-","ληνός"],
["19:15","τοῦ","RA ----GSM-","ὁ"],
["19:15","οἴνου","N- ----GSM-","οἶνος"],
["19:15","τοῦ","RA ----GSM-","ὁ"],
["19:15","θυμοῦ","N- ----GSM-","θυμός"],
["19:15","τῆς","RA ----GSF-","ὁ"],
["19:15","ὀργῆς","N- ----GSF-","ὀργή"],
["19:15","τοῦ","RA ----GSM-","ὁ"],
["19:15","θεοῦ","N- ----GSM-","θεός"],
["19:15","τοῦ","RA ----GSM-","ὁ"],
["19:15","παντοκράτορος.","N- ----GSM-","παντοκράτωρ"],
["19:16","καὶ","C- --------","καί"],
["19:16","ἔχει","V- 3PAI-S--","ἔχω"],
["19:16","ἐπὶ","P- --------","ἐπί"],
["19:16","τὸ","RA ----ASN-","ὁ"],
["19:16","ἱμάτιον","N- ----ASN-","ἱμάτιον"],
["19:16","καὶ","C- --------","καί"],
["19:16","ἐπὶ","P- --------","ἐπί"],
["19:16","τὸν","RA ----ASM-","ὁ"],
["19:16","μηρὸν","N- ----ASM-","μηρός"],
["19:16","αὐτοῦ","RP ----GSM-","αὐτός"],
["19:16","ὄνομα","N- ----ASN-","ὄνομα"],
["19:16","γεγραμμένον·","V- -XPPASN-","γράφω"],
["19:16","Βασιλεὺς","N- ----NSM-","βασιλεύς"],
["19:16","βασιλέων","N- ----GPM-","βασιλεύς"],
["19:16","καὶ","C- --------","καί"],
